Species,Population,location,year1,focal_ID,mate_ID,focal_ID_sex,breeding_attempt,divorce,easting,northing,nest_dist,laying_date,clutch_size,fate,no_chick,male_weight,female_weight,tmin,tmax,prec,tmean
melodus,pp_US2,Great Plain,2012,'2810,'1198,male,2,NA,599563.325,4743655.597,NA,03/06/2012,4,0,0,NA,NA,11.1,26.7,0,18.9
melodus,pp_US2,Great Plain,2012,'2891,NA,male,1,NA,599981.485,4744276.953,2898.285947,02/05/2012,4,0,0,NA,NA,10.6,29.4,13,20
melodus,pp_US2,Great Plain,2012,'2891,'1261,male,2,NA,597528.149,4745820.068,NA,04/06/2012,4,0,0,NA,NA,17.2,32.8,0,25
melodus,pp_US2,Great Plain,2012,'2965,'66K,male,1,Retained couples,600240.937,4743811.597,25.23524111,01/05/2012,4,0,0,NA,NA,7.2,23.9,0,15.55
melodus,pp_US2,Great Plain,2012,'2965,'66K,male,2,NA,600223.074,4743829.422,NA,01/06/2012,4,1,3,NA,NA,5,17.2,0,11.1
melodus,pp_US2,Great Plain,2012,'80C,'1865,male,1,NA,600204.99,4744156.139,25.1779946,02/05/2012,4,0,0,NA,NA,10.6,29.4,13,20
melodus,pp_US2,Great Plain,2012,'80C,NA,male,2,NA,600219.274,4744135.405,NA,27/05/2012,4,1,4,NA,NA,14.4,31.1,0,22.75
melodus,pp_US2,Great Plain,2012,'904,'1349,male,1,NA,599248.311,4745143.582,19.90805751,25/04/2012,4,0,0,NA,NA,6.1,32.8,0,19.45
melodus,pp_US2,Great Plain,2012,'904,NA,male,2,NA,599268.084,4745145.897,389.0661507,31/05/2012,2,0,0,NA,NA,5.6,15.6,11.7,10.6
melodus,pp_US2,Great Plain,2012,'904,'1349,male,3,NA,598934.48,4744945.695,NA,11/06/2012,4,1,4,NA,NA,13.9,28.3,0,21.1
melodus,pp_US2,Great Plain,2012,'982,'2872,male,1,NA,599310.744,4745131.77,477.5855881,12/05/2012,4,0,0,NA,NA,8.3,16.7,0,12.5
melodus,pp_US2,Great Plain,2012,'982,NA,male,2,NA,598894.967,4744896.786,NA,26/05/2012,4,1,4,NA,NA,8.3,17.8,2.3,13.05
melodus,pp_US2,Great Plain,2013,'1372,'760,male,1,NA,597609.525,4745684.089,2195.41861,26/05/2013,4,0,0,NA,NA,11.1,26.1,0,18.6
melodus,pp_US2,Great Plain,2013,'1372,NA,male,2,NA,598926.608,4747440.55,NA,05/07/2013,2,0,0,NA,NA,15.6,31.7,0,23.65
melodus,pp_US2,Great Plain,2013,'1706,NA,male,1,NA,600083.057,4743593.976,3229.350106,19/05/2013,4,0,0,NA,NA,15.6,30,7.1,22.8
melodus,pp_US2,Great Plain,2013,'1706,'1198,male,2,NA,600048.017,4746823.136,NA,26/06/2013,4,1,3,NA,NA,21.1,31.7,0,26.4
melodus,pp_US2,Great Plain,2013,'1816,'716,male,1,Retained couples,634712.817,4746532.271,44.51653832,07/05/2013,4,1,0,NA,NA,1.7,20.6,0,11.15
melodus,pp_US2,Great Plain,2013,'1816,'716,male,2,NA,634752.187,4746553.049,NA,11/06/2013,4,1,2,NA,NA,10,28.3,0,19.15
melodus,pp_US2,Great Plain,2013,'1849,NA,male,1,NA,599645.236,4746677.946,28.61439989,24/05/2013,1,0,0,NA,NA,7.2,21.7,0,14.45
melodus,pp_US2,Great Plain,2013,'1849,'26E,male,2,NA,599619.177,4746689.766,NA,22/06/2013,3,0,0,NA,NA,17.8,33.9,5.6,25.85
melodus,pp_US2,Great Plain,2013,'1959,'1504,male,1,Retained couples,662687.751,4735610.909,151.0637471,15/05/2013,4,0,0,NA,NA,13.9,36.7,0,25.3
melodus,pp_US2,Great Plain,2013,'1959,'1504,male,2,NA,662770.015,4735737.609,NA,14/06/2013,3,1,2,NA,NA,12.8,28.3,0,20.55
melodus,pp_US2,Great Plain,2013,'1982,'221101111,male,1,Retained couples,687112.535,4725830.67,99.75207746,16/05/2013,4,0,0,NA,NA,12.2,28.3,0,20.25
melodus,pp_US2,Great Plain,2013,'1982,'221101111,male,2,NA,687120.594,4725731.244,NA,22/06/2013,4,1,4,NA,NA,17.8,33.9,5.6,25.85
melodus,pp_US2,Great Plain,2013,'2022,'26C,male,1,NA,597733.241,4745644.473,1397.793213,17/05/2013,4,0,0,NA,NA,12.2,28.3,6.9,20.25
melodus,pp_US2,Great Plain,2013,'2022,NA,male,2,NA,597541.87,4747029.104,NA,14/06/2013,4,0,0,NA,NA,12.8,28.3,0,20.55
melodus,pp_US2,Great Plain,2013,'2285,'1228,male,1,Retained couples,597647.029,4745643.791,77.11770702,18/05/2013,4,0,0,NA,NA,15,31.7,0,23.35
melodus,pp_US2,Great Plain,2013,'2285,'1228,male,2,NA,597575.309,4745672.135,NA,23/06/2013,4,1,2,NA,NA,17.8,26.7,6.6,22.25
melodus,pp_US2,Great Plain,2013,'41K,NA,male,1,NA,598999.856,4748093.653,317.0208101,22/05/2013,3,0,0,NA,NA,9.4,17.2,4.1,13.3
melodus,pp_US2,Great Plain,2013,'41K,NA,male,2,NA,599094.037,4747790.945,60.41189281,16/06/2013,3,0,0,NA,NA,13.9,28.3,37.8,21.1
melodus,pp_US2,Great Plain,2013,'41K,'60K,male,3,NA,599150.274,4747813.013,NA,03/07/2013,3,0,0,NA,NA,12.2,31.1,0,21.65
melodus,pp_US2,Great Plain,2013,'46H,'522,male,1,Retained couples,598464.278,4745225.066,124.8698694,17/05/2013,4,0,0,NA,NA,12.2,28.3,6.9,20.25
melodus,pp_US2,Great Plain,2013,'46H,'522,male,2,NA,598569.461,4745157.768,NA,14/06/2013,4,0,0,NA,NA,12.8,28.3,0,20.55
melodus,pp_US2,Great Plain,2013,'97C,'37S,male,1,Divorced males,663636.409,4735774.045,175.8067761,25/05/2013,4,0,0,NA,NA,8.9,23.3,0,16.1
melodus,pp_US2,Great Plain,2013,'97C,'1261,male,2,NA,663766.414,4735655.695,NA,27/06/2013,4,1,4,NA,NA,20.6,33.9,0,27.25
melodus,pp_US2,Great Plain,2013,'GF(02),'90C,male,1,Retained couples,687087.087,4725801.295,61.28385538,12/05/2013,4,1,0,NA,NA,-1.7,13.3,0,5.8
melodus,pp_US2,Great Plain,2013,'GF(02),'90C,male,2,NA,687072.95,4725741.664,NA,22/06/2013,4,1,3,NA,NA,17.8,33.9,5.6,25.85
melodus,pp_US2,Great Plain,2014,'01R,NA,male,1,NA,660116.386,4736828.31,193.6084826,30/05/2014,4,0,0,NA,NA,15,30,0,22.5
melodus,pp_US2,Great Plain,2014,'01R,'1290,male,2,NA,660302.259,4736774.13,NA,25/06/2014,3,0,0,NA,NA,13.9,30.6,0,22.25
melodus,pp_US2,Great Plain,2014,'05R,NA,male,1,NA,645670.847,4742802.621,1403.282109,15/05/2014,4,0,0,NA,NA,-0.6,18.9,0,9.15
melodus,pp_US2,Great Plain,2014,'05R,'70A,male,2,NA,646399.742,4741603.491,NA,31/05/2014,4,1,4,NA,NA,18.3,32.8,0,25.55
melodus,pp_US2,Great Plain,2014,'15K,'05L,male,1,NA,593052.061,4743882.318,41.60501616,19/05/2014,4,1,4,NA,NA,10,22.8,0,16.4
melodus,pp_US2,Great Plain,2014,'15K,NA,male,2,NA,593077.232,4743915.445,NA,19/05/2014,2,0,0,NA,NA,10,22.8,0,16.4
melodus,pp_US2,Great Plain,2014,'1667,'19911836,male,1,Retained couples,589656.036,4739809.731,1552.963724,23/05/2014,4,0,0,NA,NA,11.1,27.2,0,19.15
melodus,pp_US2,Great Plain,2014,'1667,'19911836,male,2,NA,590502.527,4741111.71,NA,04/06/2014,4,1,3,NA,NA,12.2,21.7,8.9,16.95
melodus,pp_US2,Great Plain,2014,'17C,'2973,male,1,NA,634777.719,4746503.918,74.65322565,22/05/2014,3,0,0,NA,NA,11.7,23.3,0,17.5
melodus,pp_US2,Great Plain,2014,'17C,NA,male,2,NA,634787.869,4746429.958,NA,14/06/2014,4,0,0,NA,NA,6.7,26.1,0,16.4
melodus,pp_US2,Great Plain,2014,'1816,NA,male,1,NA,634829.022,4746520.677,242.3484949,13/05/2014,2,0,0,NA,NA,2.8,8.3,7.4,5.55
melodus,pp_US2,Great Plain,2014,'1816,'04N,male,2,NA,634600.386,4746601.041,77.48969339,24/05/2014,4,0,0,NA,NA,10,29.4,0,19.7
melodus,pp_US2,Great Plain,2014,'1816,NA,male,3,NA,634586.356,4746524.832,NA,15/06/2014,2,1,2,NA,NA,10.6,23.3,35.8,16.95
melodus,pp_US2,Great Plain,2014,'2203,'190,male,1,Retained couples,633492.807,4746813.641,82.78400254,10/05/2014,4,0,0,NA,NA,5.6,19.4,0.8,12.5
melodus,pp_US2,Great Plain,2014,'2203,'190,male,2,NA,633451.127,4746742.115,NA,09/06/2014,4,1,3,NA,NA,11.1,21.7,62,16.4
melodus,pp_US2,Great Plain,2014,'253196413,'47C,male,1,Retained couples,666452.401,4735705.628,25.86938824,21/05/2014,4,0,0,NA,NA,12.2,27.2,0,19.7
melodus,pp_US2,Great Plain,2014,'253196413,'47C,male,2,NA,666478.269,4735705.896,NA,12/06/2014,4,1,4,NA,NA,12.2,28.9,0,20.55
melodus,pp_US2,Great Plain,2014,'2842,NA,male,1,NA,666448.463,4733321.083,446.2434485,12/05/2014,4,1,0,NA,NA,7.8,16.7,13.5,12.25
melodus,pp_US2,Great Plain,2014,'2842,'31S,male,2,NA,666789.073,4733609.385,NA,16/06/2014,4,1,3,NA,NA,14.4,26.7,0,20.55
melodus,pp_US2,Great Plain,2014,'29T,'69T,male,1,NA,588928.46,4738910.025,70.87927861,20/05/2014,4,0,0,NA,NA,13.3,25.6,3.3,19.45
melodus,pp_US2,Great Plain,2014,'29T,NA,male,2,NA,588857.99,4738917.631,NA,16/06/2014,4,0,0,NA,NA,14.4,26.7,0,20.55
melodus,pp_US2,Great Plain,2014,'33N,'1541,male,1,Retained couples,641296.131,4746041.548,38.01154335,18/05/2014,4,0,0,NA,NA,-0.6,20.6,0,10
melodus,pp_US2,Great Plain,2014,'33N,'1541,male,2,NA,641324.103,4746015.81,NA,21/06/2014,3,1,2,NA,NA,12.2,34.4,0,23.3
melodus,pp_US2,Great Plain,2014,'39P,NA,male,1,NA,641274.136,4746111.801,119.706902,17/05/2014,4,0,0,NA,NA,-2.2,15.6,0,6.7
melodus,pp_US2,Great Plain,2014,'39P,NA,male,2,NA,641343.6,4746014.31,NA,15/06/2014,4,0,0,NA,NA,10.6,23.3,35.8,16.95
melodus,pp_US2,Great Plain,2014,'78D,'27Z,male,1,Retained couples,664170.878,4735724.298,82.12288165,16/05/2014,4,0,0,NA,NA,-2.2,12.2,0,5
melodus,pp_US2,Great Plain,2014,'78D,'27Z,male,2,NA,664161.885,4735805.927,NA,09/06/2014,4,1,4,NA,NA,11.1,21.7,62,16.4
melodus,pp_US2,Great Plain,2014,'83K,NA,male,1,NA,666600.392,4735674.727,32.40072692,21/05/2014,4,0,0,NA,NA,12.2,27.2,0,19.7
melodus,pp_US2,Great Plain,2014,'83K,NA,male,2,NA,666568.056,4735676.774,NA,06/06/2014,4,1,2,NA,NA,13.9,29.4,0,21.65
melodus,pp_US2,Great Plain,2014,'GF(02),NA,male,1,NA,687088.386,4725802.682,152.5799582,24/05/2014,4,0,0,NA,NA,10,29.4,0,19.7
melodus,pp_US2,Great Plain,2014,'GF(02),NA,male,2,NA,687237.541,4725834.829,NA,08/06/2014,4,1,3,NA,NA,7.8,19.4,0,13.6
melodus,pp_US2,Great Plain,2015,'03L,'8A5,male,1,Retained couples,582061.3728,4735196.771,18.3943562,09/05/2015,4,0,0,NA,NA,8.9,18.3,0,13.6
melodus,pp_US2,Great Plain,2015,'03L,'8A5,male,2,NA,582079.6268,4735194.503,NA,01/06/2015,4,1,3,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'18W,'3A3,male,1,Retained couples,580426.974,4735623.796,28.22255419,28/05/2015,4,0,0,NA,NA,11.7,29.4,0,20.55
melodus,pp_US2,Great Plain,2015,'18W,'3A3,male,2,NA,580453.815,4735632.518,NA,15/06/2015,2,1,2,NA,NA,17.2,30,0,23.6
melodus,pp_US2,Great Plain,2015,'19J,NA,male,1,NA,578648.8331,4735948.694,86.45532248,03/05/2015,4,0,0,NA,NA,11.7,28.9,0,20.3
melodus,pp_US2,Great Plain,2015,'19J,'55M,male,2,NA,578730.838,4735976.075,NA,01/06/2015,4,1,4,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'24T,NA,male,1,NA,580490.6907,4735432.351,105.3363934,01/05/2015,4,0,0,NA,NA,2.8,26.1,5.3,14.45
melodus,pp_US2,Great Plain,2015,'24T,'9A0,male,2,NA,580590.6954,4735399.263,NA,02/06/2015,4,0,0,NA,NA,11.7,28.3,0,20
melodus,pp_US2,Great Plain,2015,'3A1,'6A0,male,1,Retained couples,583907.7344,4735373.554,5749.646541,30/05/2015,4,0,0,NA,NA,7.8,24.4,3,16.1
melodus,pp_US2,Great Plain,2015,'3A1,'6A0,male,2,NA,578204.6185,4736103.557,NA,28/06/2015,4,0,0,NA,NA,16.7,31.7,0.8,24.2
melodus,pp_US2,Great Plain,2015,'3A9,NA,male,1,NA,581126.4537,4735475.098,81.97863313,21/05/2015,4,0,0,NA,NA,6.7,14.4,0.5,10.55
melodus,pp_US2,Great Plain,2015,'3A9,'68Y,male,2,NA,581088.5907,4735547.809,NA,10/06/2015,4,0,0,NA,NA,18.9,37.8,0,28.35
melodus,pp_US2,Great Plain,2015,'4A4,'4A3,male,1,Retained couples,578973.7653,4735832.247,69.33264957,22/05/2015,4,0,0,NA,NA,6.7,23.3,0,15
melodus,pp_US2,Great Plain,2015,'4A4,'4A3,male,2,NA,578925.8654,4735882.373,NA,01/06/2015,4,1,3,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'4A5,'80L,male,1,NA,578587.0159,4735932.608,1518.411192,11/05/2015,4,0,0,NA,NA,5,23.9,0.8,14.45
melodus,pp_US2,Great Plain,2015,'4A5,NA,male,2,NA,580046.0994,4735512.313,NA,11/06/2015,4,1,2,NA,NA,16.7,31.7,4.1,24.2
melodus,pp_US2,Great Plain,2015,'6A5,NA,male,1,NA,581584.5893,4735640.512,134.3785865,30/05/2015,4,0,0,NA,NA,7.8,24.4,3,16.1
melodus,pp_US2,Great Plain,2015,'6A5,'2B6,male,2,NA,581602.8506,4735773.644,NA,01/07/2015,3,0,0,NA,NA,18.9,24.4,9.1,21.65
melodus,pp_US2,Great Plain,2015,'8A7,'91D,male,1,Divorced males,580921.6013,4735426.694,15.50343046,10/05/2015,4,0,0,NA,NA,8.9,20,11.7,14.45
melodus,pp_US2,Great Plain,2015,'8A7,'242137507,male,2,NA,580918.7662,4735411.452,NA,16/06/2015,4,1,3,NA,NA,13.9,27.2,0.8,20.55
melodus,pp_US2,Great Plain,2015,'8A8,NA,male,1,NA,581812.8653,4735041.758,76.92674918,08/05/2015,4,0,0,NA,NA,9.4,20,1.3,14.7
melodus,pp_US2,Great Plain,2015,'8A8,'9A3,male,2,NA,581874.7594,4735087.44,NA,01/06/2015,4,1,4,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'9A9,NA,male,1,NA,579853.0237,4735538.484,117.5889124,21/05/2015,4,0,0,NA,NA,6.7,14.4,0.5,10.55
melodus,pp_US2,Great Plain,2015,'9A9,NA,male,2,NA,579969.2591,4735520.694,NA,11/06/2015,4,1,1,NA,NA,16.7,31.7,4.1,24.2
melodus,pp_US2,Great Plain,2015,'03L,'8A5,male,1,Retained couples,582061.3728,4735196.771,18.3943562,09/05/2015,4,0,0,NA,NA,8.9,18.3,0,13.6
melodus,pp_US2,Great Plain,2015,'03L,'8A5,male,2,NA,582079.6268,4735194.503,NA,01/06/2015,4,1,3,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'18W,'3A3,male,1,Retained couples,580426.974,4735623.796,28.22255419,28/05/2015,4,0,0,NA,NA,11.7,29.4,0,20.55
melodus,pp_US2,Great Plain,2015,'18W,'3A3,male,2,NA,580453.815,4735632.518,NA,15/06/2015,2,1,2,NA,NA,17.2,30,0,23.6
melodus,pp_US2,Great Plain,2015,'19J,NA,male,1,NA,578648.8331,4735948.694,86.45532248,03/05/2015,4,0,0,NA,NA,11.7,28.9,0,20.3
melodus,pp_US2,Great Plain,2015,'19J,'55M,male,2,NA,578730.838,4735976.075,NA,01/06/2015,4,1,4,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'24T,NA,male,1,NA,580490.6907,4735432.351,105.3363934,01/05/2015,4,0,0,NA,NA,2.8,26.1,5.3,14.45
melodus,pp_US2,Great Plain,2015,'24T,'9A0,male,2,NA,580590.6954,4735399.263,NA,02/06/2015,4,0,0,NA,NA,11.7,28.3,0,20
melodus,pp_US2,Great Plain,2015,'3A1,'6A0,male,1,Retained couples,583907.7344,4735373.554,5749.646541,30/05/2015,4,0,0,NA,NA,7.8,24.4,3,16.1
melodus,pp_US2,Great Plain,2015,'3A1,'6A0,male,2,NA,578204.6185,4736103.557,NA,28/06/2015,4,0,0,NA,NA,16.7,31.7,0.8,24.2
melodus,pp_US2,Great Plain,2015,'3A9,NA,male,1,NA,581126.4537,4735475.098,81.97863313,21/05/2015,4,0,0,NA,NA,6.7,14.4,0.5,10.55
melodus,pp_US2,Great Plain,2015,'3A9,'68Y,male,2,NA,581088.5907,4735547.809,NA,10/06/2015,4,0,0,NA,NA,18.9,37.8,0,28.35
melodus,pp_US2,Great Plain,2015,'4A4,'4A3,male,1,Retained couples,578973.7653,4735832.247,69.33264957,22/05/2015,4,0,0,NA,NA,6.7,23.3,0,15
melodus,pp_US2,Great Plain,2015,'4A4,'4A3,male,2,NA,578925.8654,4735882.373,NA,01/06/2015,4,1,3,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'4A5,'80L,male,1,NA,578587.0159,4735932.608,1518.411192,11/05/2015,4,0,0,NA,NA,5,23.9,0.8,14.45
melodus,pp_US2,Great Plain,2015,'4A5,NA,male,2,NA,580046.0994,4735512.313,NA,11/06/2015,4,1,2,NA,NA,16.7,31.7,4.1,24.2
melodus,pp_US2,Great Plain,2015,'6A5,NA,male,1,NA,581584.5893,4735640.512,134.3785865,30/05/2015,4,0,0,NA,NA,7.8,24.4,3,16.1
melodus,pp_US2,Great Plain,2015,'6A5,'2B6,male,2,NA,581602.8506,4735773.644,NA,01/07/2015,3,0,0,NA,NA,18.9,24.4,9.1,21.65
melodus,pp_US2,Great Plain,2015,'8A7,'91D,male,1,Divorced males,580921.6013,4735426.694,15.50343046,10/05/2015,4,0,0,NA,NA,8.9,20,11.7,14.45
melodus,pp_US2,Great Plain,2015,'8A7,'242137507,male,2,NA,580918.7662,4735411.452,NA,16/06/2015,4,1,3,NA,NA,13.9,27.2,0.8,20.55
melodus,pp_US2,Great Plain,2015,'8A8,NA,male,1,NA,581812.8653,4735041.758,76.92674918,08/05/2015,4,0,0,NA,NA,9.4,20,1.3,14.7
melodus,pp_US2,Great Plain,2015,'8A8,'9A3,male,2,NA,581874.7594,4735087.44,NA,01/06/2015,4,1,4,NA,NA,11.7,19.4,0,15.55
melodus,pp_US2,Great Plain,2015,'9A9,NA,male,1,NA,579853.0237,4735538.484,117.5889124,21/05/2015,4,0,0,NA,NA,6.7,14.4,0.5,10.55
melodus,pp_US2,Great Plain,2015,'9A9,NA,male,2,NA,579969.2591,4735520.694,NA,11/06/2015,4,1,1,NA,NA,16.7,31.7,4.1,24.2
ruficapillus,rcp_AU,Australia ,2010/11,HN,MT,male,1,Retained couples,305368,5801753,2464.386536,27/01/2011,2,0,NA,NA,NA,11.3,24.4,0,17.85
ruficapillus,rcp_AU,Australia ,2010/11,HN,MT,male,2,NA,306313,5804029,NA,07/03/2011,1,0,NA,NA,NA,14.2,29,0,21.6
ruficapillus,rcp_AU,Australia ,2010/11,LL,NA,male,1,Divorced males,305701,5801657,587.7227237,22/10/2010,2,0,NA,NA,NA,10.4,29.1,0,19.75
ruficapillus,rcp_AU,Australia ,2010/11,LL,PB,male,2,Retained couples,306138,5802050,1157.936959,28/12/2010,2,0,NA,NA,NA,8.3,23.7,0,16
ruficapillus,rcp_AU,Australia ,2010/11,LL,PB,male,3,NA,305175,5802693,NA,27/01/2011,1,0,NA,NA,NA,11.3,24.4,0,17.85
ruficapillus,rcp_AU,Australia ,2010/11,MN,BH,male,1,Retained couples,305365,5801790,1705.284141,04/10/2010,2,0,NA,NA,NA,14.9,24.1,0,19.5
ruficapillus,rcp_AU,Australia ,2010/11,MN,BH,male,2,NA,305178,5803485,NA,03/12/2010,2,0,NA,NA,NA,14.6,29.5,15,22.05
ruficapillus,rcp_AU,Australia ,2010/11,MX,NA,male,1,NA,306196,5803762,1479.800662,23/10/2010,1,0,NA,NA,NA,12,16.2,3.8,14.1
ruficapillus,rcp_AU,Australia ,2010/11,MX,NA,male,2,NA,305783,5802341,NA,10/12/2010,2,0,NA,NA,NA,12.6,19.7,2,16.15
ruficapillus,rcp_AU,Australia ,2010/11,PN,RM,male,1,Retained couples,304940,5802368,405.030863,15/08/2010,2,0,NA,NA,NA,9.7,15.8,0,12.75
ruficapillus,rcp_AU,Australia ,2010/11,PN,RM,male,2,Retained couples,305179,5802695,1036.8809,06/11/2010,2,0,NA,NA,NA,6.8,21.6,0,14.2
ruficapillus,rcp_AU,Australia ,2010/11,PN,RM,male,3,NA,305548,5801726,NA,18/01/2011,2,0,NA,NA,NA,14.3,18.6,0,16.45
ruficapillus,rcp_AU,Australia ,2010/11,SR,WT,male,1,Retained couples,305602,5801669,2051.195993,24/02/2011,2,0,NA,NA,NA,12.5,21.9,0,17.2
ruficapillus,rcp_AU,Australia ,2010/11,SR,WT,male,2,NA,305996,5803682,NA,01/03/2011,2,1,2,NA,NA,12.6,18.2,0.2,15.4
ruficapillus,rcp_AU,Australia ,2010/11,WA,WC,male,1,Retained couples,306690,5803678,1464.144802,29/08/2010,2,0,NA,NA,NA,4.3,14.9,0,9.6
ruficapillus,rcp_AU,Australia ,2010/11,WA,WC,male,2,NA,305232,5803544,NA,13/11/2010,2,0,NA,NA,NA,13.8,15.3,21.4,14.55
ruficapillus,rcp_AU,Australia ,2010/11,WB,YA,male,1,Retained couples,305937,5803869,1725.593521,12/08/2010,1,0,NA,NA,NA,7.8,13.9,17.4,10.85
ruficapillus,rcp_AU,Australia ,2010/11,WB,YA,male,2,Retained couples,305030,5802401,662.0120845,10/10/2010,2,0,NA,NA,NA,9.4,24.5,0,16.95
ruficapillus,rcp_AU,Australia ,2010/11,WB,YA,male,3,Retained couples,305424,5801869,705.6826482,06/11/2010,1,0,NA,NA,NA,6.8,21.6,0,14.2
ruficapillus,rcp_AU,Australia ,2010/11,WB,YA,male,4,Retained couples,306126,5801797,702.1979778,16/12/2010,2,0,NA,NA,NA,7,20,0,13.5
ruficapillus,rcp_AU,Australia ,2010/11,WB,YA,male,5,NA,305425,5801756,NA,29/01/2011,1,0,NA,NA,NA,9.8,27.4,0,18.6
ruficapillus,rcp_AU,Australia ,2010/11,XL,NA,male,1,NA,305604,5801705,2269.856824,28/09/2010,1,0,NA,NA,NA,5.3,14.9,1.4,10.1
ruficapillus,rcp_AU,Australia ,2010/11,XL,NA,male,2,NA,305939,5803950,NA,02/11/2010,2,1,NA,NA,NA,10.2,19,0.2,14.6
ruficapillus,rcp_AU,Australia ,2011/12,CE,ZJ,male,1,Retained couples,305574,5803841,3060.178099,22/10/2011,2,0,NA,NA,NA,12.9,16.2,1,14.55
ruficapillus,rcp_AU,Australia ,2011/12,CE,ZJ,male,2,NA,306851,5806622,2.828427125,11/12/2011,2,0,NA,NA,NA,14.1,19.3,20.2,16.7
ruficapillus,rcp_AU,Australia ,2011/12,CE,NA,male,3,NA,306849,5806624,NA,26/01/2012,2,1,2,NA,NA,12.5,23,0,17.75
ruficapillus,rcp_AU,Australia ,2011/12,HG,WZ,male,1,Retained couples,306364,5804005,2354.736716,12/12/2011,1,0,NA,NA,NA,8.3,18.6,0,13.45
ruficapillus,rcp_AU,Australia ,2011/12,HG,WZ,male,2,NA,305445,5801837,NA,15/01/2012,2,1,2,NA,NA,14.9,23.6,0,19.25
ruficapillus,rcp_AU,Australia ,2012/13,AH,KJ,male,1,Retained couples,305758,5802366,2219.228019,06/08/2012,2,0,NA,NA,NA,4.1,12.5,0.6,8.3
ruficapillus,rcp_AU,Australia ,2012/13,AH,KJ,male,2,NA,307025,5804188,1612.308283,27/11/2012,2,0,NA,NA,NA,14.3,21.2,28,17.75
ruficapillus,rcp_AU,Australia ,2012/13,AH,NA,male,3,NA,305898,5803035,NA,23/12/2012,1,0,NA,NA,NA,11.2,38.6,0,24.9
ruficapillus,rcp_AU,Australia ,2013/14,BB,AL,male,1,Retained couples,306163,5803646,2080.634519,02/09/2013,1,0,NA,NA,NA,8.4,18.6,0,13.5
ruficapillus,rcp_AU,Australia ,2013/14,BB,AL,male,2,NA,305819,5801594,NA,29/11/2013,2,NA,NA,NA,NA,10.6,16.6,4.8,13.6
ruficapillus,rcp_AU,Australia ,2013/14,MX,SH,male,1,Retained couples,305788,5802330,962.2109956,19/08/2013,2,0,NA,NA,NA,5.9,12.3,0.6,9.1
ruficapillus,rcp_AU,Australia ,2013/14,MX,SH,male,2,NA,306131,5801431,NA,25/11/2013,2,1,2,NA,NA,12.6,19.9,0,16.25
ruficapillus,rcp_AU,Australia ,2014/15,AF,NA,male,1,NA,305126,5802506,4428.749033,30/10/2014,2,0,NA,NA,NA,13.2,20.6,0,16.9
ruficapillus,rcp_AU,Australia ,2014/15,AF,AN,male,2,NA,306743,5806629,NA,24/11/2014,2,0,NA,NA,NA,12.1,19,0,15.55
ruficapillus,rcp_AU,Australia ,2014/15,EA,NA,male,1,NA,305753,5803789,301.5990716,27/11/2014,2,1,2,NA,NA,12.6,17.8,0,15.2
ruficapillus,rcp_AU,Australia ,2014/15,EA,BR,male,2,NA,305772,5804090,NA,23/12/2014,2,1,2,NA,NA,18.9,27.1,2,23
ruficapillus,rcp_AU,Australia ,2015/16,CT,NA,male,1,NA,305991,5803555,1333.849317,30/09/2015,2,1,2,NA,NA,9.7,16.1,0,12.9
ruficapillus,rcp_AU,Australia ,2015/16,CT,OT,male,2,NA,305114,5802550,NA,07/12/2015,2,1,2,NA,NA,16.9,26.1,0,21.5
ruficapillus,rcp_AU,Australia ,2015/16,DH,NA,male,1,NA,304970,5802521,2138.025257,01/10/2015,2,1,2,NA,NA,1.7,23.7,0,12.7
ruficapillus,rcp_AU,Australia ,2015/16,DH,HA,male,2,NA,306554,5803957,NA,10/12/2015,2,1,2,NA,NA,11.3,24,0,17.65
nivosus,sp_MX,Ceuta,2006,802109713,CA226,male,1,Divorced males,305812.4482,2650886.383,1140.563401,27/04/2006,2,0,NA,38.5,38.5,NA,NA,NA,NA
nivosus,sp_MX,Ceuta,2006,802109713,BX.WX|BX.SX,male,2,NA,304993.5583,2651680.3,NA,26/05/2006,3,1,3,42,39.25,NA,NA,NA,NA
nivosus,sp_MX,Ceuta,2006,802109714,NA,male,1,NA,305287.3874,2651704.003,824.5443827,01/05/2006,3,0,NA,34.25,NA,NA,NA,NA,NA
nivosus,sp_MX,Ceuta,2006,802109714,CA234,male,2,NA,304821.752,2651023.52,NA,13/06/2006,3,NA,NA,33,38.25,NA,NA,NA,NA
nivosus,sp_MX,Ceuta,2006,BX.WX|gX.XX,802109785,male,1,Divorced males,304428.0666,2651641.841,42.16216606,02/05/2006,3,1,3,37,40,NA,NA,NA,NA
nivosus,sp_MX,Ceuta,2006,BX.WX|gX.XX,CA112,male,2,NA,304448.9253,2651678.482,NA,28/06/2006,3,NA,NA,36.5,NA,NA,NA,NA,NA
