Species,Population,location,year1,focal_ID,mate_ID,focal_ID_sex,breeding_attempt,divorce,easting,northing,nest_dist,laying_date,clutch_size,fate,no_chick,male_weight,female_weight,tmin,tmax,prec,tmean
alexandrinus,kp_CN,bohai bay,2017,C495456,C495453,male,1,Divorced males,655890,4336911,46.22769733,07/05/2017,3,0,0,45.97,43.09,11.72,27,0,19.36
alexandrinus,kp_CN,bohai bay,2017,C495456,C495723,male,2,NA,655919,4336875,NA,07/05/2017,3,0,0,45.97,49.1,11.72,27,0,19.36
alexandrinus,kp_CN,bohai bay,2017,C495457,C495435,male,1,Divorced males,655428,4335988,18.43908891,29/04/2017,3,1,NA,46.67,NA,12.5,32.39,0,22.445
alexandrinus,kp_CN,bohai bay,2017,C495457,D345838,male,2,NA,655414,4335976,NA,23/06/2017,3,0,0,46.67,43.94,18.28,23.22,1.72,20.75
alexandrinus,kp_CN,bohai bay,2017,C495462,C495810,male,1,Retained couples,655570,4336180,3.16227766,04/05/2017,3,1,3,43.76,45.26,14.72,23.22,0.06,18.97
alexandrinus,kp_CN,bohai bay,2017,C495462,C495810,male,2,NA,655567,4336181,NA,20/06/2017,3,0,0,43.76,44.59,18.22,28.39,0,23.305
alexandrinus,kp_CN,bohai bay,2017,D345290,D345775,male,1,Divorced males,655102,4336702,18.38477631,27/05/2017,3,0,0,NA,45.6,15.72,24.22,0,19.97
alexandrinus,kp_CN,bohai bay,2017,D345290,D345824,male,2,NA,655089,4336689,NA,23/06/2017,3,1,NA,40.3,47.24,18.28,23.22,1.72,20.75
alexandrinus,kp_CN,bohai bay,2018,D345545,D345557,male,1,Divorced males,655224,4336258,128.724512,13/05/2018,3,1,2,46.77,43.47,13.11,27,0,20.055
alexandrinus,kp_CN,bohai bay,2018,D345545,D345904,male,2,NA,655317,4336169,NA,30/06/2018,3,NA,NA,46.77,49.21,21.28,30.39,1.02,25.835
alexandrinus,kp_CN,bohai bay,2019,D345291,D345875,male,1,Divorced males,655348,4336434,195.4737834,24/04/2019,3,1,3,47.28,45.5,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D345291,D345557,male,2,NA,655439,4336261,NA,15/06/2019,3,1,3,43.8,40.01,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D345572,D345546,male,1,Retained couples,655126,4336635,349.084517,07/05/2019,3,1,1,NA,NA,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D345572,D345546,male,2,NA,655294,4336941,NA,13/06/2019,3,1,2,47.28,48.6,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D345813,D345896,male,1,Divorced males,655334,4336141,37.44329045,24/04/2019,3,1,3,NA,46.91,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D345813,D346574,male,2,NA,655355,4336110,NA,24/06/2019,1,0,,43.76,46.65,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D346412,C496920,male,1,Retained couples,656003,4336710,175.316856,08/05/2019,3,0,,44.41,42.23,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D346412,C496920,male,2,NA,655923,4336866,NA,07/07/2019,3,0,,46.74,43.75,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D346443,D345557,male,1,Divorced males,655318,4336417,45.54119015,07/05/2019,3,1,3,43.61,43.24,NA,NA,NA,NA
alexandrinus,kp_CN,bohai bay,2019,D346443,D345976,male,2,NA,655303,4336374,NA,27/06/2019,3,1,3,48.79,42.49,NA,NA,NA,NA
alexandrinus,kp_HU,hungary,1989,3052,2095,male,1,Retained couples,NA,NA,NA,NA,3,0,0,NA,45.4,NA,NA,NA,NA
alexandrinus,kp_HU,hungary,1989,3052,2095,male,2,NA,NA,NA,NA,26/05/1989,3,1,3,45.1,39.4,12.6,22.8,0,17.7
alexandrinus,kp_HU,hungary,1989,3071,2098,male,1,Retained couples,NA,NA,NA,13/05/1989,3,0,0,NA,46,14.4,28.6,0,21.5
alexandrinus,kp_HU,hungary,1989,3071,2098,male,2,NA,NA,NA,NA,29/05/1989,3,0,0,NA,NA,13.3,24.3,29.8,18.8
alexandrinus,kp_HU,hungary,1989,3075,NA,male,1,NA,NA,NA,NA,01/05/1989,3,0,0,NA,NA,8.5,12.6,0.1,10.55
alexandrinus,kp_HU,hungary,1989,3075,2099,male,2,Divorced males,NA,NA,NA,NA,3,0,0,39.2,45.8,NA,NA,NA,NA
alexandrinus,kp_HU,hungary,1989,3075,2087,male,3,NA,NA,NA,NA,19/06/1989,3,1,1,41.6,39,13.4,25.7,1,19.55
alexandrinus,kp_HU,hungary,1989,3089,2088,male,1,Retained couples,NA,NA,NA,23/04/1989,3,0,0,42.5,45.5,7.2,16.1,23,11.65
alexandrinus,kp_HU,hungary,1989,3089,2088,male,2,Retained couples,NA,NA,NA,NA,3,0,0,40.6,43.6,NA,NA,NA,NA
alexandrinus,kp_HU,hungary,1989,3089,2088,male,3,NA,NA,NA,NA,21/06/1989,3,0,0,NA,NA,9.5,21.3,9.3,15.4
alexandrinus,kp_HU,hungary,1989,3091,2085,male,1,Divorced males,NA,NA,NA,05/04/1989,3,1,2,46.1,44,13,28.3,0,20.65
alexandrinus,kp_HU,hungary,1989,3091,2132,male,2,NA,NA,NA,NA,28/05/1989,3,1,1,44.6,41.8,13,24.4,0,18.7
alexandrinus,kp_HU,hungary,1990,3130,2098,male,1,Retained couples,NA,NA,NA,03/05/1990,3,0,0,40.05,NA,5.5,20.3,1.9,12.9
alexandrinus,kp_HU,hungary,1990,3130,2098,male,2,Retained couples,NA,NA,NA,21/05/1990,3,0,3,40.4,46.2,7.9,22.6,0,15.25
alexandrinus,kp_HU,hungary,1990,3130,2098,male,3,NA,NA,NA,NA,20/06/1990,3,0,0,NA,44.8,14.4,30,0,22.2
alexandrinus,kp_HU,hungary,1990,3157,2097,male,1,Retained couples,NA,NA,NA,01/05/1990,3,0,0,NA,NA,7.2,16.9,0,12.05
alexandrinus,kp_HU,hungary,1990,3157,2097,male,2,NA,NA,NA,NA,13/05/1990,3,1,2,40.4,42.2,14.6,22,4,18.3
alexandrinus,kp_HU,hungary,1990,3222,2209,male,1,Retained couples,NA,NA,NA,05/05/1990,3,0,0,NA,NA,5.7,26,0,15.85
alexandrinus,kp_HU,hungary,1990,3222,2209,male,2,NA,NA,NA,NA,17/05/1990,3,1,3,45.1,46.6,12.7,28.1,18.8,20.4
alexandrinus,kp_HU,hungary,1990,3245,2165,male,1,NA,NA,NA,NA,NA,3,0,0,42.4,NA,NA,NA,NA,NA
alexandrinus,kp_HU,hungary,1990,3245,NA,male,2,NA,NA,NA,NA,NA,3,0,0,42.4,NA,NA,NA,NA,NA
alexandrinus,kp_HU,hungary,1991,3264,2262,male,1,NA,358612.3354,5171941.448,36.17226523,23/03/1991,3,0,0,44.8,43,7.8,22,0,14.9
alexandrinus,kp_HU,hungary,1991,3264,NA,male,2,NA,358588.5302,5171914.213,NA,09/05/1991,3,0,0,43.6,NA,3.9,18,0,10.95
alexandrinus,kp_HU,hungary,1991,3265,2263,male,1,Retained couples,359611.5235,5174568.723,207.5922163,26/03/1991,3,0,0,44.2,40.5,4.2,16.5,0,10.35
alexandrinus,kp_HU,hungary,1991,3265,2263,male,2,NA,359704.4877,5174383.11,NA,01/05/1991,3,1,2,NA,43,10,19,0,14.5
alexandrinus,kp_HU,hungary,1991,3267,2189,male,1,Retained couples,358706.3347,5171808.298,47.46804562,10/04/1991,3,1,1,47.6,48.5,1,14.5,0.8,7.75
alexandrinus,kp_HU,hungary,1991,3267,2189,male,2,NA,358709.8995,5171760.964,NA,20/05/1991,3,1,3,46.8,NA,7.7,17,0,12.35
alexandrinus,kp_HU,hungary,1992,3224,2343,male,1,Divorced males,358709.9005,5173272.679,2896.322305,18/04/1992,3,1,3,46.6,49.5,4.1,13.2,0,8.65
alexandrinus,kp_HU,hungary,1992,3224,2279,male,2,NA,359680.2286,5176001.625,NA,26/05/1992,3,0,0,NA,43.8,7.2,20.3,0,13.75
alexandrinus,kp_HU,hungary,1992,3264,NA,male,1,NA,358562.1817,5172954.35,1017.566774,03/05/1992,3,0,0,NA,NA,4.5,26.1,0,15.3
alexandrinus,kp_HU,hungary,1992,3264,2365,male,2,NA,358156.0099,5172021.362,NA,28/05/1992,3,0,0,NA,NA,9.5,17.7,0,13.6
alexandrinus,kp_HU,hungary,1992,3288,2383,male,1,Retained couples,359772.747,5174540.873,1380.177667,05/05/1992,3,0,0,45,44.5,9.5,25,0,17.25
alexandrinus,kp_HU,hungary,1992,3288,2383,male,2,NA,358469.6025,5174086.225,NA,11/06/1992,3,0,0,NA,43.9,12.8,25.2,9.5,19
alexandrinus,kp_HU,hungary,1992,3292,2336,male,1,Retained couples,359661.5366,5176056.106,93.17322032,08/04/1992,3,0,0,49.4,47.3,5.8,10.9,0,8.35
alexandrinus,kp_HU,hungary,1992,3292,2336,male,2,NA,359680.4326,5175964.869,NA,15/05/1992,3,1,3,44.9,43.2,12.8,26.7,0,19.75
alexandrinus,kp_HU,hungary,1992,3311,2338,male,1,Divorced males,359359.187,5172988.788,78.16525393,10/04/1992,3,1,3,41.6,48.8,-1.2,14,0,6.4
alexandrinus,kp_HU,hungary,1992,3311,2335,male,2,Retained couples,359341.6823,5172912.608,126.1275252,21/05/1992,3,0,0,NA,NA,12.4,24.8,0,18.6
alexandrinus,kp_HU,hungary,1992,3311,2335,male,3,NA,359219.219,5172882.427,NA,09/06/1992,3,1,2,43.2,43.4,12.4,19.7,26.6,16.05
alexandrinus,kp_HU,hungary,1992,3346,2277,male,1,NA,359618.0583,5175958.605,537.4640125,14/04/1992,3,1,3,49.2,43.5,7.4,18.4,0,12.9
alexandrinus,kp_HU,hungary,1992,3346,NA,male,2,NA,359231.0716,5175585.632,NA,14/06/1992,3,0,0,NA,NA,12,22.2,13.9,17.1
alexandrinus,kp_HU,hungary,1993,3288,2412,male,1,Retained couples,357797.8491,5171677.128,9092.858951,25/04/1993,3,NA,1,46,46,8.9,24.1,0,16.5
alexandrinus,kp_HU,hungary,1993,3288,2412,male,2,Retained couples,359235.6426,5180655.593,46.49438995,22/05/1993,3,NA,1,NA,NA,14.7,26.3,0,20.5
alexandrinus,kp_HU,hungary,1993,3288,2412,male,3,Retained couples,359257.8224,5180696.456,960.7147945,15/06/1993,3,0,0,NA,43.1,11.9,26,0,18.95
alexandrinus,kp_HU,hungary,1993,3288,2412,male,4,NA,360153.6081,5181043.646,NA,29/06/1993,3,NA,1,NA,NA,8.1,22.5,0,15.3
alexandrinus,kp_HU,hungary,1994,3399,2318,male,1,NA,NA,NA,NA,30/03/1994,3,NA,1,NA,NA,4.8,17.6,0,11.2
alexandrinus,kp_HU,hungary,1994,3399,NA,male,2,NA,NA,NA,NA,22/04/1994,3,0,0,NA,NA,4.8,18.8,0,11.8
alexandrinus,kp_IT,Italy ,2011,CH,IPP,male,1,Retained couples,360997.3831,4838299.305,137.0335031,14/03/2011,2,0,NA,NA,NA,11.2,16.2,0.4,13.7
alexandrinus,kp_IT,Italy ,2011,CH,IPP,male,2,Retained couples,360889.4788,4838383.773,51.04793943,26/03/2011,3,0,NA,NA,NA,10.1,17,0,13.55
alexandrinus,kp_IT,Italy ,2011,CH,IPP,male,3,NA,360932.4472,4838356.212,NA,12/04/2011,2,1,2,NA,NA,8,22,12,15
alexandrinus,kp_IT,Italy ,2011,CL,BT,male,1,Retained couples,360580.266,4838635.774,398.8947978,31/03/2011,3,0,NA,NA,NA,5.1,18.3,0,11.7
alexandrinus,kp_IT,Italy ,2011,CL,BT,male,2,Divorced males,360889.4788,4838383.773,50.79126,18/04/2011,3,1,2,NA,NA,5.1,20.8,0,12.95
alexandrinus,kp_IT,Italy ,2011,CL,ISA,male,3,NA,360925.0084,4838347.477,NA,30/05/2011,3,1,3,NA,NA,11.8,26.5,0,19.15
alexandrinus,kp_IT,Italy ,2011,CN,BN,male,1,Divorced males,354923.7349,4844934.289,1142.068683,14/03/2011,3,1,2,NA,NA,11.2,16.2,0.4,13.7
alexandrinus,kp_IT,Italy ,2011,CN,CZ,male,2,NA,354888.4345,4843792.766,NA,13/06/2011,4,1,2,NA,NA,13.8,24.8,0,19.3
alexandrinus,kp_IT,Italy ,2011,IPT,IPV,male,1,Divorced males,363578.8221,4836420.581,1311.198748,29/03/2011,3,1,1,NA,NA,7.6,20.1,0,13.85
alexandrinus,kp_IT,Italy ,2011,IPT,ISD,male,2,NA,362505.4633,4837173.67,NA,30/05/2011,3,1,3,NA,NA,11.8,26.5,0,19.15
alexandrinus,kp_IT,Italy ,2011,IPZ,BP,male,1,Divorced males,360802.922,4838447.798,425.5883767,14/04/2011,3,0,NA,NA,NA,3,16.2,0,9.6
alexandrinus,kp_IT,Italy ,2011,IPZ,IPN,male,2,NA,361134.42,4838180.9,NA,11/05/2011,3,1,3,NA,NA,9.8,26.4,0,18.1
alexandrinus,kp_IT,Italy ,2012,ILB,CZ,male,1,Retained couples,354813.1833,4843852.184,NA,12/03/2012,3,1,3,NA,NA,2.8,12.5,0,7.65
alexandrinus,kp_IT,Italy ,2012,ILB,CZ,male,2,NA,NA,NA,NA,15/05/2012,3,1,3,NA,NA,6.9,18.7,4.8,12.8
alexandrinus,kp_IT,Italy ,2012,INC,IPN,male,1,Retained couples,360503.1318,4838687.384,37.09823068,17/03/2012,3,0,NA,NA,NA,2.3,NA,0,2.3
alexandrinus,kp_IT,Italy ,2012,INC,IPN,male,2,NA,360540.2285,4838687.721,NA,03/05/2012,3,1,3,NA,NA,9.7,21.5,0,15.6
alexandrinus,kp_IT,Italy ,2012,IPL,BN,male,1,Retained couples,354785.7699,4843888.339,2231.49931,08/03/2012,3,1,3,NA,NA,-2.2,11.3,0,4.55
alexandrinus,kp_IT,Italy ,2012,IPL,BN,male,2,NA,356604.6812,4842595.609,NA,15/04/2012,3,1,3,NA,NA,NA,NA,5.8,NA
alexandrinus,kp_IT,Italy ,2012,ISB,ILP,male,1,Retained couples,360551.5993,4838653.039,407.143979,20/03/2012,3,1,3,NA,NA,5.4,NA,0,5.4
alexandrinus,kp_IT,Italy ,2012,ISB,ILP,male,2,NA,360241.8613,4838917.29,NA,20/05/2012,3,1,3,NA,NA,9.1,21,2.7,15.05
alexandrinus,kp_IT,Italy ,2013,AAK,ILS,male,1,Retained couples,363628.6396,4836371.787,386.9787433,11/04/2013,1,0,NA,NA,NA,4.8,16.7,0.5,10.75
alexandrinus,kp_IT,Italy ,2013,AAK,ILS,male,2,NA,363321.3094,4836606.948,NA,01/05/2013,3,1,3,NA,NA,12.3,26.2,1.9,19.25
alexandrinus,kp_IT,Italy ,2013,ILB,CZ,male,1,Retained couples,354793.1706,4843858.176,0,20/03/2013,3,1,3,NA,NA,5.5,15.3,4.9,10.4
alexandrinus,kp_IT,Italy ,2013,ILB,CZ,male,2,NA,354793.1706,4843858.176,NA,01/06/2013,2,0,NA,NA,NA,10.9,20.7,10.6,15.8
alexandrinus,kp_IT,Italy ,2013,ILL,IPP,male,1,Divorced males,361142.5032,4838181.843,73.84521673,28/03/2013,3,1,2,NA,NA,-0.1,9.9,12.6,4.9
alexandrinus,kp_IT,Italy ,2013,ILL,IPV,male,2,NA,361198.7609,4838134.008,NA,13/05/2013,3,1,2,NA,NA,11.9,19.6,0,15.75
alexandrinus,kp_IT,Italy ,2013,ILN,IPV,male,1,Divorced males,360574.295,4838581.453,4.602815253,01/04/2013,3,1,3,NA,NA,6.4,11.2,1.5,8.8
alexandrinus,kp_IT,Italy ,2013,ILN,INA,male,2,NA,360570.3115,4838583.759,NA,20/05/2013,3,1,3,NA,NA,11.2,20.3,0,15.75
alexandrinus,kp_IT,Italy ,2013,IPL,BN,male,1,Retained couples,356652.8728,4842625.687,0,01/04/2013,3,1,3,NA,NA,6.4,11.2,1.5,8.8
alexandrinus,kp_IT,Italy ,2013,IPL,BN,male,2,NA,356652.8728,4842625.687,NA,13/05/2013,3,1,3,NA,NA,11.9,19.6,0,15.75
alexandrinus,kp_IT,Italy ,2013,ISB,IPV,male,1,Divorced males,360226.7346,4838926.496,244.2661082,14/03/2013,2,0,NA,NA,NA,4.2,10.1,0,7.15
alexandrinus,kp_IT,Italy ,2013,ISB,ISA,male,2,NA,360407.9493,4838762.706,NA,18/04/2013,3,1,2,NA,NA,10.4,22.8,0,16.6
alexandrinus,kp_IT,Italy ,2014,BZ,ILT,male,1,Divorced males,356620.6058,4842624.157,2653.168569,08/04/2014,3,1,2,NA,NA,9.1,22.6,13.5,15.85
alexandrinus,kp_IT,Italy ,2014,BZ,CC,male,2,NA,354467.3007,4844174.183,NA,06/06/2014,3,0,NA,NA,NA,13.6,26.1,0,19.85
alexandrinus,kp_IT,Italy ,2014,ILB,CZ,male,1,Retained couples,354668.0248,4843994.242,137.5997494,17/04/2014,3,1,2,NA,NA,2.2,17.2,0,9.7
alexandrinus,kp_IT,Italy ,2014,ILB,CZ,male,2,NA,354777.3947,4843910.744,NA,03/06/2014,2,1,3,NA,NA,10.2,23.7,0,16.95
alexandrinus,kp_IT,Italy ,2015,AJN,AAP,male,1,Retained couples,356627.9323,4842665.113,2177.884479,17/04/2015,3,1,3,NA,NA,13.8,17.6,1,15.7
alexandrinus,kp_IT,Italy ,2015,AJN,AAP,male,2,NA,354814.3994,4843871.048,NA,28/05/2015,3,1,3,NA,NA,7.9,20.2,0,14.05
alexandrinus,kp_IT,Italy ,2015,BZ,IFH,male,1,Divorced males,356648.7444,4842583.551,48.20248438,23/03/2015,3,0,NA,NA,NA,3.1,17.1,0,10.1
alexandrinus,kp_IT,Italy ,2015,BZ,ILT,male,2,Divorced males,356643.3262,4842631.448,1525.946345,11/04/2015,3,1,2,NA,NA,3.8,18.4,0,11.1
alexandrinus,kp_IT,Italy ,2015,BZ,BN,male,3,NA,355304.5542,4843363.706,NA,18/06/2015,3,1,3,NA,NA,15.2,23.9,0,19.55
alexandrinus,kp_IT,Italy ,2015,ILB,CZ,male,1,Retained couples,354793.7826,4843849.273,32.30655799,16/03/2015,3,1,2,NA,NA,6.4,10.8,6.6,8.6
alexandrinus,kp_IT,Italy ,2015,ILB,CZ,male,2,NA,354792.0675,4843881.534,NA,02/05/2015,3,1,3,NA,NA,14.1,21,0,17.55
alexandrinus,kp_IT,Italy ,2015,ILH,CV,male,1,Retained couples,363927.7326,4836166.809,1486.838997,01/04/2015,3,0,NA,NA,NA,9.2,17.8,0,13.5
alexandrinus,kp_IT,Italy ,2015,ILH,CV,male,2,NA,362711.2165,4837021.665,NA,03/06/2015,3,1,2,NA,NA,14.8,29.1,0,21.95
alexandrinus,kp_IT,Italy ,2015,IPL,BN,male,1,Divorced males,356585.3136,4842669.362,6406.733284,09/03/2015,3,0,NA,NA,NA,3.9,14,0,8.95
alexandrinus,kp_IT,Italy ,2015,IPL,IPP,male,2,NA,361147.9376,4838171.73,NA,13/05/2015,3,1,3,NA,NA,11.5,23.6,0,17.55
alexandrinus,kp_IT,Italy ,2016,AAT,AJP,male,1,Divorced males,363159.8801,4836719.137,528.4355937,28/03/2016,3,1,3,NA,NA,6.9,15,0,10.95
alexandrinus,kp_IT,Italy ,2016,AAT,ALV,male,2,NA,362724.8753,4837019.162,NA,30/05/2016,3,1,3,NA,NA,14.9,24.4,0,19.65
alexandrinus,kp_IT,Italy ,2016,AJJ,ALT,male,1,Divorced males,363162.2078,4836714.645,704.3463817,04/04/2016,3,1,3,NA,NA,10,15.6,0,12.8
alexandrinus,kp_IT,Italy ,2016,AJJ,AJP,male,2,NA,362579.9835,4837111.027,NA,28/05/2016,3,0,NA,NA,NA,13.7,26.4,0,20.05
alexandrinus,kp_IT,Italy ,2016,CL,BT,male,1,Retained couples,360948.5207,4838353.655,38.53988336,23/03/2016,3,1,3,NA,NA,9.5,11.6,0,10.55
alexandrinus,kp_IT,Italy ,2016,CL,BT,male,2,NA,360916.7204,4838375.428,NA,25/04/2016,3,1,3,NA,NA,6.2,14.6,0,10.4
alexandrinus,kp_IT,Italy ,2016,ILB,CZ,male,1,Retained couples,354795.0472,4843870.358,125.6533075,01/03/2016,3,1,2,NA,NA,5.3,13.4,4.5,9.35
alexandrinus,kp_IT,Italy ,2016,ILB,CZ,male,2,NA,354718.2523,4843969.813,NA,08/05/2016,3,1,3,NA,NA,9.2,23.1,0,16.15
alexandrinus,kp_IT,Italy ,2016,ILL,IPP,male,1,Retained couples,361140.8219,4838178.545,14.37670815,19/03/2016,3,1,3,NA,NA,2.3,17.1,0,9.7
alexandrinus,kp_IT,Italy ,2016,ILL,IPP,male,2,NA,361128.8934,4838186.57,NA,25/04/2016,3,1,3,NA,NA,6.2,14.6,0,10.4
alexandrinus,kp_IT,Italy ,2017,AJJ,CV,male,1,Retained couples,362563.3972,4837128.035,NA,11/04/2017,3,1,2,NA,NA,7.5,20.7,0,14.1
alexandrinus,kp_IT,Italy ,2017,AJJ,CV,male,2,NA,NA,NA,NA,20/05/2017,3,1,3,NA,NA,14.1,19.3,5.6,16.7
alexandrinus,kp_IT,Italy ,2017,ALL,BN,male,1,Retained couples,355057.3621,4843594.639,24.82404981,13/03/2017,3,1,3,NA,NA,0,14,0,7
alexandrinus,kp_IT,Italy ,2017,ALL,BN,male,2,NA,355041.6649,4843613.87,NA,09/05/2017,3,1,3,NA,NA,12.6,20.8,4.6,16.7
alexandrinus,kp_IT,Italy ,2017,ANJ,ALS,male,1,Retained couples,355237.2519,4843418.502,NA,11/03/2017,3,1,3,NA,NA,5.2,14.3,0,9.75
alexandrinus,kp_IT,Italy ,2017,ANJ,ALS,male,2,NA,NA,NA,NA,25/05/2017,3,0,NA,NA,NA,14.4,22.6,0,18.5
alexandrinus,kp_IT,Italy ,2017,ILL,IPP,male,1,Retained couples,361120.1658,4838193.418,NA,21/03/2017,3,1,3,NA,NA,8.3,14.6,0,11.45
alexandrinus,kp_IT,Italy ,2017,ILL,IPP,male,2,NA,NA,NA,NA,18/04/2017,3,1,3,NA,NA,5.9,11.9,7.5,8.9
alexandrinus,kp_IT,Italy ,2017,ISB,IPV,male,1,Divorced males,360124.9719,4838995.293,79.07054782,01/03/2017,3,1,3,NA,NA,4.2,13.8,5.6,9
alexandrinus,kp_IT,Italy ,2017,ISB,ANT,male,2,NA,360185.1754,4838944.032,NA,19/05/2017,3,1,3,NA,NA,11.2,26.2,0,18.7
vociferus,kd_US,california,1993,AB:OO,AB:GG,male,1,Retained couples,NA,NA,NA,04/05/1993,3,1,NA,NA,NA,0.6,13.9,3,7.25
vociferus,kd_US,california,1993,AB:OO,AB:GG,male,2,NA,NA,NA,NA,12/06/1993,4,0,NA,NA,NA,2.2,23.3,0,12.75
vociferus,kd_US,california,1993,BB:AG,BA:BY,male,1,Retained couples,NA,NA,NA,04/05/1993,4,0,NA,NA,NA,0.6,13.9,3,7.25
vociferus,kd_US,california,1993,BB:AG,BA:BY,male,2,NA,NA,NA,NA,28/05/1993,4,0,NA,NA,NA,7.8,18.9,0,13.35
vociferus,kd_US,california,1993,BB:WA,BO:AB,male,1,Retained couples,NA,NA,NA,02/05/1993,4,1,NA,NA,NA,2.2,17.8,0,10
vociferus,kd_US,california,1993,BB:WA,BO:AB,male,2,NA,NA,NA,NA,03/06/1993,4,NA,NA,NA,NA,2.8,20,0,11.4
vociferus,kd_US,california,1993,OA:OW,RW:RA,male,1,Retained couples,NA,NA,NA,05/05/1993,4,1,NA,NA,NA,2.8,18.9,0,10.85
vociferus,kd_US,california,1993,OA:OW,RW:RA,male,2,NA,NA,NA,NA,08/06/1993,4,0,NA,NA,NA,2.8,20,0,11.4
vociferus,kd_US,california,1993,OA:WO,YA:GY,male,1,Retained couples,NA,NA,NA,23/05/1993,4,0,NA,NA,NA,4.4,26.7,0,15.55
vociferus,kd_US,california,1993,OA:WO,YA:GY,male,2,NA,NA,NA,NA,14/06/1993,4,1,NA,NA,NA,2.8,28.9,0,15.85
vociferus,kd_US,california,1993,RA:RR,AW:WW,male,1,Retained couples,NA,NA,NA,09/05/1993,4,1,NA,NA,NA,0,24.4,0,12.2
vociferus,kd_US,california,1993,RA:RR,AW:WW,male,2,NA,NA,NA,NA,21/06/1993,4,1,NA,NA,NA,12.8,23.3,0,18.05
vociferus,kd_US,california,1994,AB:OO,AB:GG,male,1,Retained couples,NA,NA,NA,15/05/1994,4,1,NA,NA,NA,8.9,14.4,0,11.65
vociferus,kd_US,california,1994,AB:OO,AB:GG,male,2,NA,NA,NA,NA,29/06/1994,4,0,NA,NA,NA,6.7,32.8,0,19.75
vociferus,kd_US,california,1994,BB:WA,NA,male,1,NA,NA,NA,NA,10/05/1994,4,0,NA,NA,NA,6.7,27.8,0,17.25
vociferus,kd_US,california,1994,BB:WA,OB/A:OB/Y,male,2,NA,NA,NA,NA,23/05/1994,4,1,NA,NA,NA,4.4,26.7,0,15.55
vociferus,kd_US,california,1994,BO/A:BO/Y,BB/A:OO/Y,male,1,Retained couples,NA,NA,NA,11/05/1994,4,0,NA,NA,NA,8.9,30.6,0,19.75
vociferus,kd_US,california,1994,BO/A:BO/Y,BB/A:OO/Y,male,2,NA,NA,NA,NA,28/05/1994,4,0,NA,NA,NA,4.4,25.6,0,15
vociferus,kd_US,california,1994,KA:KO,RK/A:RK/Y,male,1,Retained couples,NA,NA,NA,10/05/1994,4,1,NA,NA,NA,6.7,27.8,0,17.25
vociferus,kd_US,california,1994,KA:KO,RK/A:RK/Y,male,2,NA,NA,NA,NA,17/06/1994,4,0,NA,NA,NA,1.7,24.4,0,13.05
vociferus,kd_US,california,1994,KK:KA,GY:YA-u,male,1,Retained couples,NA,NA,NA,22/04/1994,4,0,NA,NA,NA,0.6,11.7,0,6.15
vociferus,kd_US,california,1994,KK:KA,GY:YA-u,male,2,Retained couples,NA,NA,NA,17/05/1994,3,1,NA,NA,NA,4.4,10,0,7.2
vociferus,kd_US,california,1994,KK:KA,GY:YA-u,male,3,NA,NA,NA,NA,19/06/1994,3,0,NA,NA,NA,5.6,31.7,0,18.65
vociferus,kd_US,california,1994,OA:OK,GA:BB,male,1,Retained couples,NA,NA,NA,04/04/1994,4,1,NA,NA,NA,-2.8,13.3,0,5.25
vociferus,kd_US,california,1994,OA:OK,GA:BB,male,2,NA,NA,NA,NA,15/06/1994,4,0,NA,NA,NA,3.3,20.6,0,11.95
vociferus,kd_US,california,1994,OA:WO,YA:GY,male,1,Divorced males,NA,NA,NA,03/05/1994,NA,0,NA,NA,NA,4.4,20,0,12.2
vociferus,kd_US,california,1994,OA:WO,YY/A:WW/Y,male,2,NA,NA,NA,NA,26/05/1994,4,1,NA,NA,NA,8.9,25.6,0,17.25
vociferus,kd_US,california,1994,RA:RR,RR/A:RR/Y,male,1,Retained couples,NA,NA,NA,05/05/1994,4,1,NA,NA,NA,5.6,21.1,7.9,13.35
vociferus,kd_US,california,1994,RA:RR,RR/A:RR/Y,male,2,NA,NA,NA,NA,04/06/1994,4,1,NA,NA,NA,5,25,0,15
vociferus,kd_US,california,1994,RA:YR-u,YY/A:YY/Y,male,1,Retained couples,NA,NA,NA,05/05/1994,4,1,NA,NA,NA,5.6,21.1,7.9,13.35
vociferus,kd_US,california,1994,RA:YR-u,YY/A:YY/Y,male,2,NA,NA,NA,NA,15/06/1994,4,0,NA,NA,NA,3.3,20.6,0,11.95
vociferus,kd_US,california,1994,RB/A:RB/Y,OW/A:OW/Y,male,1,Retained couples,NA,NA,NA,21/05/1994,4,1,NA,NA,NA,1.1,21.1,0,11.1
vociferus,kd_US,california,1994,RB/A:RB/Y,OW/A:OW/Y,male,2,NA,NA,NA,NA,30/06/1994,3,0,NA,NA,NA,8.3,31.1,0,19.7
vociferus,kd_US,california,1994,RY/Y:RY/A,RO/A:RO/Y,male,1,Retained couples,NA,NA,NA,16/04/1994,4,1,NA,NA,NA,5.6,26.1,0,15.85
